#,INCIDENT TITLE,LOCATION,DESCRIPTION,INCIDENT DATE,CATEGORY,LATITUDE,LONGITUDE,APPROVED,VERIFIED
1070,Masefield,Masefield,Masefield,12-04-24 12:49,Cypress,49.15,-107.80,YES,YES
1071,Matador,Matador,Matador,12-04-24 12:49,Heartland,50.80,-107.95,YES,YES
1072,Matchee,Matchee,Matchee,12-04-24 12:49,Prairie North,54.13,-108.16,YES,YES
1073,Mattes,Mattes,Mattes,12-04-24 12:49,Prince Albert Parkland,53.46,-106.81,YES,YES
1074,Mawer,Mawer,Mawer,12-04-24 12:49,Five Hills,50.75,-106.40,YES,YES
1075,Maxim,Maxim,Maxim,12-04-24 12:49,Sun Country,49.31,-103.96,YES,YES
1076,Maxstone,Maxstone,Maxstone,12-04-24 12:49,Five Hills,49.50,-106.03,YES,YES
1077,Mayberry,Mayberry,Mayberry,12-04-24 12:49,Five Hills,50.03,-105.55,YES,YES
1078,Mayfair,Mayfair,Mayfair,12-04-24 12:49,Prince Albert Parkland,52.98,-107.60,YES,YES
1079,Maymont,Maymont,Maymont,12-04-24 12:49,Prairie North,52.56,-107.70,YES,YES
1080,Maymont Beach,Maymont Beach,Maymont Beach,12-04-24 12:49,Prairie North,53.06,-108.33,YES,YES
1081,Mayview,Mayview,Mayview,12-04-24 12:49,Prince Albert Parkland,53.51,-106.20,YES,YES
1082,Mazenod,Mazenod,Mazenod,12-04-24 12:49,Five Hills,49.86,-106.21,YES,YES
1083,McCord,McCord,McCord,12-04-24 12:49,Cypress,49.43,-106.83,YES,YES
1084,McDonald Hills,McDonald Hills,McDonald Hills,12-04-24 12:49,Regina Qu'Appelle,51.10,-104.08,YES,YES
1085,McEachern,McEachern,McEachern,12-04-24 12:49,Cypress,49.08,-107.00,YES,YES
1086,McElhanney,McElhanney,McElhanney,12-04-24 12:49,Kelsey Trail,52.66,-102.95,YES,YES
1087,McGee,McGee,McGee,12-04-24 12:49,Heartland,51.50,-108.25,YES,YES
1088,McKague,McKague,McKague,12-04-24 12:49,Kelsey Trail,52.61,-103.93,YES,YES
1089,McKim,McKim,McKim,12-04-24 12:49,Sunrise,51.05,-102.65,YES,YES
1090,McLaren,McLaren,McLaren,12-04-24 12:49,Prairie North,53.28,-109.30,YES,YES
1091,McLean,McLean,McLean,12-04-24 12:49,Regina Qu'Appelle,50.51,-104.06,YES,YES
1092,McLennan Lake,McLennan Lake,McLennan Lake,12-04-24 12:49,Mamawetan Churchill River,55.91,-104.30,YES,YES
1093,McMahon,McMahon,McMahon,12-04-24 12:49,Cypress,50.08,-107.55,YES,YES
1094,McMichael,McMichael,McMichael,12-04-24 12:49,Kelsey Trail,52.83,-104.73,YES,YES
1095,McMorran,McMorran,McMorran,12-04-24 12:49,Heartland,51.31,-108.75,YES,YES
1096,McPhail Cove,McPhail Cove,McPhail Cove,12-04-24 12:49,Prince Albert Parkland,53.60,-105.90,YES,YES
1097,McTaggart,McTaggart,McTaggart,12-04-24 12:49,Sun Country,49.73,-104.01,YES,YES
1098,Meacham,Meacham,Meacham,12-04-24 12:49,Saskatoon,52.10,-105.75,YES,YES
1099,Meadow Lake,Meadow Lake,Meadow Lake,12-04-24 12:49,Prairie North,54.13,-108.43,YES,YES
1100,Meath Park,Meath Park,Meath Park,12-04-24 12:49,Prince Albert Parkland,53.43,-105.36,YES,YES
1101,Medstead,Medstead,Medstead,12-04-24 12:49,Prince Albert Parkland,53.30,-108.06,YES,YES
1102,Meeting Lake,Meeting Lake,Meeting Lake,12-04-24 12:49,Prince Albert Parkland,53.16,-107.58,YES,YES
1103,Meetoos,Meetoos,Meetoos,12-04-24 12:49,Prairie North,53.93,-107.93,YES,YES
1104,Mehan,Mehan,Mehan,12-04-24 12:49,Sunrise,51.30,-102.45,YES,YES
1105,Melaval,Melaval,Melaval,12-04-24 12:49,Five Hills,49.68,-106.45,YES,YES
1106,Melba,Melba,Melba,12-04-24 12:49,Five Hills,50.43,-106.41,YES,YES
1107,Melfort,Melfort,Melfort,12-04-24 12:49,Kelsey Trail,52.86,-104.61,YES,YES
1108,Melville,Melville,Melville,12-04-24 12:49,Sunrise,50.91,-102.80,YES,YES
1109,Melville Beach,Melville Beach,Melville Beach,12-04-24 12:49,Sunrise,50.61,-102.73,YES,YES
1110,Mendham,Mendham,Mendham,12-04-24 12:49,Cypress,50.76,-109.66,YES,YES
1111,Mennon,Mennon,Mennon,12-04-24 12:49,Saskatoon,52.43,-106.76,YES,YES
1112,Meota,Meota,Meota,12-04-24 12:49,Prairie North,53.03,-108.45,YES,YES
1113,Merid,Merid,Merid,12-04-24 12:49,Heartland,51.43,-109.90,YES,YES
1114,Merle,Merle,Merle,12-04-24 12:49,Kelsey Trail,52.53,-103.68,YES,YES
1115,Merryflat,Merryflat,Merryflat,12-04-24 12:49,Cypress,49.46,-109.80,YES,YES
1116,Mervin,Mervin,Mervin,12-04-24 12:49,Prairie North,53.33,-108.88,YES,YES
1117,Meskanaw,Meskanaw,Meskanaw,12-04-24 12:49,Prince Albert Parkland,52.78,-105.08,YES,YES
1118,Metinota,Metinota,Metinota,12-04-24 12:49,Prairie North,53.03,-108.40,YES,YES
1119,Meyronne,Meyronne,Meyronne,12-04-24 12:49,Five Hills,49.65,-106.83,YES,YES
1120,Michel Village,Michel Village,Michel Village,12-04-24 12:49,Keewatin YatthT,55.98,-109.10,YES,YES
1121,Midale,Midale,Midale,12-04-24 12:49,Sun Country,49.40,-103.40,YES,YES
1122,Middle Lake,Middle Lake,Middle Lake,12-04-24 12:49,Saskatoon,52.48,-105.30,YES,YES
1123,Midnight Lake,Midnight Lake,Midnight Lake,12-04-24 12:49,Prairie North,53.45,-108.38,YES,YES
1124,Mikado,Mikado,Mikado,12-04-24 12:49,Sunrise,51.61,-102.26,YES,YES
1125,Milaty,Milaty,Milaty,12-04-24 12:49,Regina Qu'Appelle,50.48,-104.31,YES,YES
1126,Milden,Milden,Milden,12-04-24 12:49,Heartland,51.48,-107.51,YES,YES
1127,Mildred,Mildred,Mildred,12-04-24 12:49,Prince Albert Parkland,53.35,-107.33,YES,YES
1128,Milestone,Milestone,Milestone,12-04-24 12:49,Regina Qu'Appelle,49.98,-104.51,YES,YES
1129,Millerdale,Millerdale,Millerdale,12-04-24 12:49,Heartland,51.78,-108.98,YES,YES
1130,Miller's Hill,Miller's Hill,Miller's Hill,12-04-24 12:49,Prince Albert Parkland,53.20,-105.66,YES,YES
1131,Milleton,Milleton,Milleton,12-04-24 12:49,Prairie North,53.35,-109.30,YES,YES
1132,Milly,Milly,Milly,12-04-24 12:49,Cypress,49.38,-106.83,YES,YES
1133,Minard,Minard,Minard,12-04-24 12:49,Sun Country,49.38,-102.78,YES,YES
1134,Ministik Beach,Ministik Beach,Ministik Beach,12-04-24 12:49,Sunrise,51.63,-101.63,YES,YES
1135,Minnehaha,Minnehaha,Minnehaha,12-04-24 12:49,Prairie North,53.28,-108.55,YES,YES
1136,Minowukaw Beach,Minowukaw Beach,Minowukaw Beach,12-04-24 12:49,Prince Albert Parkland,53.78,-105.16,YES,YES
1137,Minton,Minton,Minton,12-04-24 12:49,Sun Country,49.16,-104.58,YES,YES
1138,Missinipe,Missinipe,Missinipe,12-04-24 12:49,Mamawetan Churchill River,55.60,-104.76,YES,YES
1139,Mistatim,Mistatim,Mistatim,12-04-24 12:49,Kelsey Trail,52.86,-103.36,YES,YES
1140,Mistawasis,Mistawasis,Mistawasis,12-04-24 12:49,Prince Albert Parkland,53.18,-106.80,YES,YES
1141,Mistusinne,Mistusinne,Mistusinne,12-04-24 12:49,Five Hills,51.06,-106.53,YES,YES
1142,Mitchellton,Mitchellton,Mitchellton,12-04-24 12:49,Five Hills,49.93,-105.70,YES,YES
1143,Mitchellview,Mitchellview,Mitchellview,12-04-24 12:49,Sunrise,51.83,-102.78,YES,YES
1144,Moffat,Moffat,Moffat,12-04-24 12:49,Regina Qu'Appelle,50.30,-103.26,YES,YES
1145,Mohr's Beach,Mohr's Beach,Mohr's Beach,12-04-24 12:49,Regina Qu'Appelle,50.88,-105.10,YES,YES
1146,Molanosa,Molanosa,Molanosa,12-04-24 12:49,Mamawetan Churchill River,54.50,-105.55,YES,YES
1147,Molewood,Molewood,Molewood,12-04-24 12:49,Prince Albert Parkland,53.15,-108.15,YES,YES
1148,Monarchvale,Monarchvale,Monarchvale,12-04-24 12:49,Heartland,52.20,-107.98,YES,YES
1149,Monchy,Monchy,Monchy,12-04-24 12:49,Cypress,49.01,-107.83,YES,YES
1150,Mondou,Mondou,Mondou,12-04-24 12:49,Heartland,51.06,-108.11,YES,YES
1151,Mont Nebo,Mont Nebo,Mont Nebo,12-04-24 12:49,Prince Albert Parkland,53.28,-106.85,YES,YES
1152,Montmartre,Montmartre,Montmartre,12-04-24 12:49,Regina Qu'Appelle,50.23,-103.45,YES,YES
1153,Montreal Lake,Montreal Lake,Montreal Lake,12-04-24 12:49,Mamawetan Churchill River,54.05,-105.76,YES,YES
1154,Moose Bay,Moose Bay,Moose Bay,12-04-24 12:49,Sunrise,50.61,-102.68,YES,YES
1155,Moose Jaw,Moose Jaw,Moose Jaw,12-04-24 12:49,Five Hills,50.40,-105.53,YES,YES
1156,Moose Range,Moose Range,Moose Range,12-04-24 12:49,Kelsey Trail,53.23,-103.70,YES,YES
1157,Moose Valley,Moose Valley,Moose Valley,12-04-24 12:49,Sun Country,49.95,-102.65,YES,YES
1158,Moosomin,Moosomin,Moosomin,12-04-24 12:49,Regina Qu'Appelle,50.13,-101.66,YES,YES
1159,Moreland,Moreland,Moreland,12-04-24 12:49,Sun Country,49.73,-104.60,YES,YES
1160,Morin Creek,Morin Creek,Morin Creek,12-04-24 12:49,Prairie North,54.03,-108.73,YES,YES
1161,Morneau,Morneau,Morneau,12-04-24 12:49,Prince Albert Parkland,53.58,-107.25,YES,YES
1162,Morse,Morse,Morse,12-04-24 12:49,Cypress,50.41,-107.05,YES,YES
1163,Mortlach,Mortlach,Mortlach,12-04-24 12:49,Five Hills,50.45,-106.06,YES,YES
1164,Moseley,Moseley,Moseley,12-04-24 12:49,Saskatoon,52.30,-105.03,YES,YES
1165,Mossbank,Mossbank,Mossbank,12-04-24 12:49,Five Hills,49.93,-105.96,YES,YES
1166,Mossyvale,Mossyvale,Mossyvale,12-04-24 12:49,Kelsey Trail,53.60,-103.58,YES,YES
1167,Mount Pleasant,Mount Pleasant,Mount Pleasant,12-04-24 12:49,Five Hills,50.46,-105.40,YES,YES
1168,Mountain Cabin,Mountain Cabin,Mountain Cabin,12-04-24 12:49,Kelsey Trail,53.60,-102.10,YES,YES
1169,Mozart,Mozart,Mozart,12-04-24 12:49,Saskatoon,51.78,-104.00,YES,YES
1170,Mudie Lake,Mudie Lake,Mudie Lake,12-04-24 12:49,Prairie North,54.18,-109.78,YES,YES
1171,Muenster,Muenster,Muenster,12-04-24 12:49,Saskatoon,52.20,-105.00,YES,YES
1172,Mullingar,Mullingar,Mullingar,12-04-24 12:49,Prince Albert Parkland,53.08,-107.66,YES,YES
1173,Murphy Creek,Murphy Creek,Murphy Creek,12-04-24 12:49,Kelsey Trail,53.18,-104.35,YES,YES
1174,Murphys,Murphys,Murphys,12-04-24 12:49,Kelsey Trail,52.85,-103.76,YES,YES
1175,Murray Point,Murray Point,Murray Point,12-04-24 12:49,Prince Albert Parkland,53.61,-105.93,YES,YES
1176,Murraydale,Murraydale,Murraydale,12-04-24 12:49,Cypress,49.70,-109.28,YES,YES
1177,Muscow,Muscow,Muscow,12-04-24 12:49,Regina Qu'Appelle,50.75,-103.91,YES,YES
1178,Muskeegan,Muskeegan,Muskeegan,12-04-24 12:49,Kelsey Trail,52.76,-102.98,YES,YES
1179,Muskiki Springs,Muskiki Springs,Muskiki Springs,12-04-24 12:49,Saskatoon,52.31,-105.70,YES,YES
1180,Mutchler,Mutchler,Mutchler,12-04-24 12:49,Kelsey Trail,52.86,-102.41,YES,YES
1181,Mutrie,Mutrie,Mutrie,12-04-24 12:49,Regina Qu'Appelle,50.08,-103.38,YES,YES
1182,Nadeauville,Nadeauville,Nadeauville,12-04-24 12:49,Cypress,50.31,-108.85,YES,YES
1183,Naicam,Naicam,Naicam,12-04-24 12:49,Kelsey Trail,52.41,-104.50,YES,YES
1184,Naisberry,Naisberry,Naisberry,12-04-24 12:49,Kelsey Trail,52.86,-104.48,YES,YES
1185,Naseby,Naseby,Naseby,12-04-24 12:49,Heartland,52.16,-108.21,YES,YES
1186,Nashlyn,Nashlyn,Nashlyn,12-04-24 12:49,Cypress,49.20,-109.51,YES,YES
1187,Neeb,Neeb,Neeb,12-04-24 12:49,Prairie North,54.01,-107.98,YES,YES
1188,Neelby,Neelby,Neelby,12-04-24 12:49,Sun Country,50.08,-102.66,YES,YES
1189,Neely,Neely,Neely,12-04-24 12:49,Saskatoon,51.93,-105.78,YES,YES
1190,Neidpath,Neidpath,Neidpath,12-04-24 12:49,Cypress,50.21,-107.25,YES,YES
1191,Neighbour,Neighbour,Neighbour,12-04-24 12:49,Cypress,49.48,-109.00,YES,YES
1192,Neilburg,Neilburg,Neilburg,12-04-24 12:49,Prairie North,52.83,-109.63,YES,YES
1193,Neola,Neola,Neola,12-04-24 12:49,Heartland,52.03,-107.81,YES,YES
1194,Neptune,Neptune,Neptune,12-04-24 12:49,Sun Country,49.36,-104.06,YES,YES
1195,Nestledown,Nestledown,Nestledown,12-04-24 12:49,Prince Albert Parkland,53.48,-106.60,YES,YES
1196,Netherhill,Netherhill,Netherhill,12-04-24 12:49,Heartland,51.46,-108.86,YES,YES
1197,Netherton,Netherton,Netherton,12-04-24 12:49,Sunrise,51.68,-103.18,YES,YES
1198,Neuanlage,Neuanlage,Neuanlage,12-04-24 12:49,Saskatoon,52.45,-106.46,YES,YES
1199,Neudorf,Neudorf,Neudorf,12-04-24 12:49,Sunrise,50.71,-103.01,YES,YES
1200,Neuhoffnung,Neuhoffnung,Neuhoffnung,12-04-24 12:49,Cypress,50.05,-107.81,YES,YES
1201,Neuhorst,Neuhorst,Neuhorst,12-04-24 12:49,Saskatoon,52.40,-106.58,YES,YES
1202,Neville,Neville,Neville,12-04-24 12:49,Cypress,49.96,-107.63,YES,YES
1203,New England,New England,New England,12-04-24 12:49,Prince Albert Parkland,53.05,-105.40,YES,YES
1204,New Osgoode,New Osgoode,New Osgoode,12-04-24 12:49,Kelsey Trail,52.98,-103.80,YES,YES
1205,Newby,Newby,Newby,12-04-24 12:49,Prairie North,52.78,-109.10,YES,YES
1206,Newcross,Newcross,Newcross,12-04-24 12:49,Saskatoon,52.06,-106.61,YES,YES
1207,Newnes,Newnes,Newnes,12-04-24 12:49,Sun Country,49.70,-103.95,YES,YES
1208,Nicklen,Nicklen,Nicklen,12-04-24 12:49,Kelsey Trail,53.10,-104.03,YES,YES
1209,Nies Beach,Nies Beach,Nies Beach,12-04-24 12:49,Prince Albert Parkland,53.56,-105.85,YES,YES
1210,Nipawin,Nipawin,Nipawin,12-04-24 12:49,Kelsey Trail,53.36,-104.00,YES,YES
1211,Nobleville,Nobleville,Nobleville,12-04-24 12:49,Kelsey Trail,52.43,-103.61,YES,YES
1212,Nokomis,Nokomis,Nokomis,12-04-24 12:49,Saskatoon,51.50,-105.00,YES,YES
1213,Nora,Nora,Nora,12-04-24 12:49,Kelsey Trail,52.38,-103.83,YES,YES
1214,Norbury,Norbury,Norbury,12-04-24 12:49,Prince Albert Parkland,53.26,-107.41,YES,YES
1215,Norco,Norco,Norco,12-04-24 12:49,Saskatoon,51.81,-105.76,YES,YES
1216,Norge,Norge,Norge,12-04-24 12:49,Cypress,49.50,-107.30,YES,YES
1217,Norquay,Norquay,Norquay,12-04-24 12:49,Sunrise,51.88,-102.08,YES,YES
1218,North Battleford,North Battleford,North Battleford,12-04-24 12:49,Prairie North,52.78,-108.28,YES,YES
1219,North Colesdale Park,North Colesdale Park,North Colesdale Park,12-04-24 12:49,Saskatoon,50.96,-105.15,YES,YES
1220,North Portal,North Portal,North Portal,12-04-24 12:49,Sun Country,49.00,-102.55,YES,YES
1221,North Rosetown,North Rosetown,North Rosetown,12-04-24 12:49,Heartland,51.56,-107.98,YES,YES
1222,North Shore Fishing Lake,North Shore Fishing Lake,North Shore Fishing Lake,12-04-24 12:49,Saskatoon,51.85,-103.51,YES,YES
1223,North Star,North Star,North Star,12-04-24 12:49,Kelsey Trail,53.03,-104.73,YES,YES
1224,North Weyburn,North Weyburn,North Weyburn,12-04-24 12:49,Sun Country,49.68,-103.81,YES,YES
1225,Northern Light,Northern Light,Northern Light,12-04-24 12:49,Saskatoon,52.80,-105.53,YES,YES
1226,Northern Pine,Northern Pine,Northern Pine,12-04-24 12:49,Prairie North,54.45,-109.70,YES,YES
1227,Northgate,Northgate,Northgate,12-04-24 12:49,,49.00,-102.26,YES,YES
1228,Northminster,Northminster,Northminster,12-04-24 12:49,Prairie North,53.36,-109.93,YES,YES
1229,Northside,Northside,Northside,12-04-24 12:49,Prince Albert Parkland,53.51,-105.76,YES,YES
1230,Northway,Northway,Northway,12-04-24 12:49,Prince Albert Parkland,52.98,-105.58,YES,YES
1231,Nottingham,Nottingham,Nottingham,12-04-24 12:49,Sun Country,49.40,-101.71,YES,YES
1232,Notukeu,Notukeu,Notukeu,12-04-24 12:49,Cypress,49.28,-109.58,YES,YES
1233,Noyes Crossing,Noyes Crossing,Noyes Crossing,12-04-24 12:49,Kelsey Trail,53.73,-104.10,YES,YES
1234,Nut Mountain,Nut Mountain,Nut Mountain,12-04-24 12:49,Kelsey Trail,52.13,-103.38,YES,YES
1235,Oakshela,Oakshela,Oakshela,12-04-24 12:49,Regina Qu'Appelle,50.40,-102.76,YES,YES
1236,Oban,Oban,Oban,12-04-24 12:49,Heartland,52.13,-108.13,YES,YES
1237,Odessa,Odessa,Odessa,12-04-24 12:49,Regina Qu'Appelle,50.28,-103.78,YES,YES
1238,Ogema,Ogema,Ogema,12-04-24 12:49,Sun Country,49.58,-104.91,YES,YES
1239,Ogle,Ogle,Ogle,12-04-24 12:49,Five Hills,49.48,-106.03,YES,YES
1240,Okema Beach,Okema Beach,Okema Beach,12-04-24 12:49,Prince Albert Parkland,53.60,-105.95,YES,YES
1241,Okla,Okla,Okla,12-04-24 12:49,Sunrise,52.01,-103.10,YES,YES
1242,Old Main Centre,Old Main Centre,Old Main Centre,12-04-24 12:49,Cypress,50.56,-107.35,YES,YES
1243,Old Wives,Old Wives,Old Wives,12-04-24 12:49,Five Hills,50.20,-106.00,YES,YES
1244,Olga,Olga,Olga,12-04-24 12:49,Cypress,49.38,-109.05,YES,YES
1245,Onion Lake,Onion Lake,Onion Lake,12-04-24 12:49,Prairie North,53.71,-110.00,YES,YES
1246,Onward,Onward,Onward,12-04-24 12:49,Heartland,51.91,-109.31,YES,YES
1247,Openshaw,Openshaw,Openshaw,12-04-24 12:49,Sun Country,49.15,-102.31,YES,YES
1248,Orcadia,Orcadia,Orcadia,12-04-24 12:49,Sunrise,51.26,-102.61,YES,YES
1249,Ordale,Ordale,Ordale,12-04-24 12:49,Prince Albert Parkland,53.26,-106.70,YES,YES
1250,Orkney,Orkney,Orkney,12-04-24 12:49,Cypress,49.13,-107.91,YES,YES
1251,Orley,Orley,Orley,12-04-24 12:49,Kelsey Trail,52.88,-103.46,YES,YES
1252,Ormeaux,Ormeaux,Ormeaux,12-04-24 12:49,Prince Albert Parkland,53.51,-106.98,YES,YES
1253,Ormiston,Ormiston,Ormiston,12-04-24 12:49,Five Hills,49.73,-105.40,YES,YES
1254,Orolow,Orolow,Orolow,12-04-24 12:49,Prince Albert Parkland,52.63,-107.06,YES,YES
1255,Osage,Osage,Osage,12-04-24 12:49,Sun Country,49.95,-103.58,YES,YES
1256,Oscar Lake,Oscar Lake,Oscar Lake,12-04-24 12:49,Prince Albert Parkland,52.93,-107.26,YES,YES
1257,Osler,Osler,Osler,12-04-24 12:49,Saskatoon,52.36,-106.55,YES,YES
1258,Otosquen,Otosquen,Otosquen,12-04-24 12:49,Kelsey Trail,53.28,-102.01,YES,YES
1259,Otthon,Otthon,Otthon,12-04-24 12:49,Sunrise,51.10,-102.60,YES,YES
1260,Ottman-Murray Beach,Ottman-Murray Beach,Ottman-Murray Beach,12-04-24 12:49,Saskatoon,51.81,-103.46,YES,YES
1261,Oungre,Oungre,Oungre,12-04-24 12:49,Sun Country,49.15,-103.80,YES,YES
1262,Outlook,Outlook,Outlook,12-04-24 12:49,Heartland,51.50,-107.05,YES,YES
1263,Outram,Outram,Outram,12-04-24 12:49,Sun Country,49.15,-103.31,YES,YES
1264,Oxarat,Oxarat,Oxarat,12-04-24 12:49,Cypress,49.43,-109.58,YES,YES
1265,Oxbow,Oxbow,Oxbow,12-04-24 12:49,Sun Country,49.23,-102.16,YES,YES
1266,Paddling Lake,Paddling Lake,Paddling Lake,12-04-24 12:49,Prince Albert Parkland,53.25,-107.06,YES,YES
1267,Paddockwood,Paddockwood,Paddockwood,12-04-24 12:49,Prince Albert Parkland,53.51,-105.56,YES,YES
1268,Paddockwood Junction,Paddockwood Junction,Paddockwood Junction,12-04-24 12:49,Prince Albert Parkland,53.21,-105.76,YES,YES
1269,Pahonan,Pahonan,Pahonan,12-04-24 12:49,Prince Albert Parkland,53.13,-105.00,YES,YES
1270,Paisley Brook,Paisley Brook,Paisley Brook,12-04-24 12:49,Sun Country,49.06,-105.01,YES,YES
1271,Pakwaw Lake,Pakwaw Lake,Pakwaw Lake,12-04-24 12:49,Kelsey Trail,53.48,-102.63,YES,YES
1272,Palisade,Palisade,Palisade,12-04-24 12:49,Cypress,49.41,-109.16,YES,YES
1273,Palmer,Palmer,Palmer,12-04-24 12:49,Five Hills,49.85,-106.35,YES,YES
1274,Palo,Palo,Palo,12-04-24 12:49,Heartland,52.16,-108.30,YES,YES
1275,Pambrun,Pambrun,Pambrun,12-04-24 12:49,Cypress,49.93,-107.45,YES,YES
1276,Pangman,Pangman,Pangman,12-04-24 12:49,Sun Country,49.65,-104.66,YES,YES
1277,Panton,Panton,Panton,12-04-24 12:49,Prince Albert Parkland,53.65,-107.63,YES,YES
1278,Paradise Hill,Paradise Hill,Paradise Hill,12-04-24 12:49,Prairie North,53.53,-109.63,YES,YES
1279,Park Bluff,Park Bluff,Park Bluff,12-04-24 12:49,Prairie North,53.21,-108.21,YES,YES
1280,Park Valley,Park Valley,Park Valley,12-04-24 12:49,Prince Albert Parkland,53.65,-106.76,YES,YES
1281,Parkbeg,Parkbeg,Parkbeg,12-04-24 12:49,Five Hills,50.45,-106.26,YES,YES
1282,Parkerview,Parkerview,Parkerview,12-04-24 12:49,Sunrise,51.35,-103.23,YES,YES
1283,Parkland Beach,Parkland Beach,Parkland Beach,12-04-24 12:49,Prairie North,53.55,-108.70,YES,YES
1284,Parkman,Parkman,Parkman,12-04-24 12:49,Sun Country,49.71,-101.90,YES,YES
1285,Parkside,Parkside,Parkside,12-04-24 12:49,Prince Albert Parkland,53.16,-106.55,YES,YES
1286,Parkview,Parkview,Parkview,12-04-24 12:49,Five Hills,50.61,-105.45,YES,YES
1287,Parry,Parry,Parry,12-04-24 12:49,Sun Country,49.78,-104.73,YES,YES
1288,Pas Trail,Pas Trail,Pas Trail,12-04-24 12:49,Kelsey Trail,53.51,-103.68,YES,YES
1289,Pascal,Pascal,Pascal,12-04-24 12:49,Prince Albert Parkland,53.51,-107.13,YES,YES
1290,Pasqua,Pasqua,Pasqua,12-04-24 12:49,Five Hills,50.36,-105.38,YES,YES
1291,Pasqua Lake,Pasqua Lake,Pasqua Lake,12-04-24 12:49,Regina Qu'Appelle,50.78,-103.95,YES,YES
1292,Paswegin,Paswegin,Paswegin,12-04-24 12:49,Saskatoon,51.98,-103.96,YES,YES
1293,Pathlow,Pathlow,Pathlow,12-04-24 12:49,Kelsey Trail,52.71,-104.80,YES,YES
1294,Patrick,Patrick,Patrick,12-04-24 12:49,Regina Qu'Appelle,50.86,-103.70,YES,YES
1295,Pattee,Pattee,Pattee,12-04-24 12:49,Regina Qu'Appelle,50.46,-104.93,YES,YES
1296,Patuanak,Patuanak,Patuanak,12-04-24 12:49,Keewatin YatthT,55.91,-107.71,YES,YES
1297,Paynton,Paynton,Paynton,12-04-24 12:49,Prairie North,53.01,-108.93,YES,YES
1298,Pebble Baye,Pebble Baye,Pebble Baye,12-04-24 12:49,Prince Albert Parkland,53.18,-107.00,YES,YES
1299,Peebles,Peebles,Peebles,12-04-24 12:49,Sun Country,50.16,-102.95,YES,YES
1300,Peerless,Peerless,Peerless,12-04-24 12:49,Prairie North,54.35,-109.23,YES,YES
1301,Peesane,Peesane,Peesane,12-04-24 12:49,Kelsey Trail,52.86,-103.60,YES,YES
1302,Pelican Cove,Pelican Cove,Pelican Cove,12-04-24 12:49,Prince Albert Parkland,53.16,-107.05,YES,YES
1303,Pelican Narrows,Pelican Narrows,Pelican Narrows,12-04-24 12:49,Mamawetan Churchill River,55.16,-102.93,YES,YES
1304,Pelican Point,Pelican Point,Pelican Point,12-04-24 12:49,Prairie North,53.05,-108.31,YES,YES
1305,Pelican Pointe,Pelican Pointe,Pelican Pointe,12-04-24 12:49,Regina Qu'Appelle,50.80,-105.03,YES,YES
1306,Pelly,Pelly,Pelly,12-04-24 12:49,Sunrise,51.86,-101.93,YES,YES
1307,Pemmican Portage,Pemmican Portage,Pemmican Portage,12-04-24 12:49,Kelsey Trail,53.93,-102.28,YES,YES
1308,Penkill,Penkill,Penkill,12-04-24 12:49,Heartland,51.31,-108.63,YES,YES
1309,Penn,Penn,Penn,12-04-24 12:49,Prince Albert Parkland,53.66,-107.70,YES,YES
1310,Pennant (Pennant Station),Pennant (Pennant Station),Pennant (Pennant Station),12-04-24 12:49,Cypress,50.53,-108.23,YES,YES
1311,Pense,Pense,Pense,12-04-24 12:49,Regina Qu'Appelle,50.41,-104.98,YES,YES
1312,Penzance,Penzance,Penzance,12-04-24 12:49,Regina Qu'Appelle,51.06,-105.43,YES,YES
1313,Percival,Percival,Percival,12-04-24 12:49,Regina Qu'Appelle,50.36,-102.41,YES,YES
1314,Perdue,Perdue,Perdue,12-04-24 12:49,Heartland,52.06,-107.55,YES,YES
1315,Perigord,Perigord,Perigord,12-04-24 12:49,Kelsey Trail,52.35,-103.56,YES,YES
1316,Petaigan,Petaigan,Petaigan,12-04-24 12:49,Kelsey Trail,53.43,-103.56,YES,YES
1317,Peterson,Peterson,Peterson,12-04-24 12:49,Saskatoon,52.18,-105.68,YES,YES
1318,Petrofka,Petrofka,Petrofka,12-04-24 12:49,Prince Albert Parkland,52.66,-106.88,YES,YES
1319,Phantom Beach,Phantom Beach,Phantom Beach,12-04-24 12:49,Mamawetan Churchill River,54.73,-101.86,YES,YES
1320,Pheasant Forks,Pheasant Forks,Pheasant Forks,12-04-24 12:49,Regina Qu'Appelle,50.81,-103.16,YES,YES
1321,Phippen,Phippen,Phippen,12-04-24 12:49,Heartland,52.45,-108.88,YES,YES
1322,Piapot,Piapot,Piapot,12-04-24 12:49,Cypress,49.98,-109.11,YES,YES
1323,Pierard,Pierard,Pierard,12-04-24 12:49,Prince Albert Parkland,52.98,-108.06,YES,YES
1324,Pierceland,Pierceland,Pierceland,12-04-24 12:49,Prairie North,54.33,-109.76,YES,YES
1325,Pike Lake,Pike Lake,Pike Lake,12-04-24 12:49,Saskatoon,51.90,-106.81,YES,YES
1326,Pikes Peak,Pikes Peak,Pikes Peak,12-04-24 12:49,Prairie North,53.31,-109.35,YES,YES
1327,Pilger,Pilger,Pilger,12-04-24 12:49,Saskatoon,52.41,-105.26,YES,YES
1328,Pilot Butte,Pilot Butte,Pilot Butte,12-04-24 12:49,Regina Qu'Appelle,50.46,-104.41,YES,YES
1329,Pine River,Pine River,Pine River,12-04-24 12:49,Keewatin YatthT,55.95,-107.43,YES,YES
